SK_ID_CURR,TARGET
100001,0.06505115350365905
100005,0.1264008628620722
100013,0.0812388348175381
100028,0.06150936361445509
100038,0.1283076432624615
100042,0.055893562654302634
100057,0.08303505659957819
100065,0.12547014945404758
100066,0.050359062441853036
100067,0.10329456967704856
100074,0.06324561358749257
100090,0.11512749959390199
100091,0.11715822104511238
100092,0.09810110738049099
100106,0.1558210555533691
100107,0.11181272003296608
100109,0.09856982364431131
100117,0.07621643925456395
100128,0.07349350185004877
100141,0.08792808085047807
100150,0.075496980010802
100168,0.06499484686526816
100169,0.04432495822613236
100170,0.08690339091889726
100171,0.09982796639888074
100172,0.12153726652090693
100184,0.07391717210447467
100187,0.06173908150778883
100212,0.08580741486609235
100222,0.08476303380360356
100223,0.06309495139766638
100232,0.07324641756621235
100241,0.14118941603018176
100245,0.07944665703269002
100253,0.06144341107720488
100256,0.09450552250060656
100271,0.05483319047297374
100278,0.10646984965464192
100280,0.07066897821557806
100306,0.1538884559946224
100311,0.10708583173122711
100312,0.06354206411778854
100330,0.0749590740432569
100331,0.08947734436037082
100352,0.09284457873378961
100358,0.09300646295957908
100367,0.08562889481562208
100382,0.08528106471159605
100384,0.07421528114337468
100385,0.11568043013464611
100386,0.09037798935695135
100399,0.07180169163277555
100404,0.06926376142877247
100416,0.07177980818878774
100422,0.12102744691321085
100426,0.07943465420508557
100438,0.06845415904714296
100444,0.11472582332051418
100445,0.1233875237686789
100446,0.11718791412933052
100447,0.06484685933662433
100450,0.07368489794081409
100466,0.08577776882932904
100483,0.07288528331888568
100484,0.052560838077373724
100494,0.08403868913148663
100510,0.12550612364273972
100512,0.0595509168464728
100517,0.06955169980080023
100548,0.0583637054074332
100551,0.07007066447882392
100552,0.12561887882021786
100553,0.08592070699338539
100561,0.09290545248633343
100568,0.12349820383732127
100569,0.06932599505218809
100591,0.09532500450649682
100592,0.04786700047993441
100602,0.10761530978210726
100607,0.07915733752121473
100613,0.08342402592094031
100617,0.07819070190652505
100618,0.09140864410334726
100622,0.16354194746655262
100625,0.12431263176237191
100677,0.08352778474211345
100699,0.07670660572911978
100702,0.1367798629986978
100711,0.08414673212557183
100729,0.1370049868961548
100740,0.11816033287164776
100744,0.1048265472005228
100745,0.10250459482496345
100747,0.10006022563221768
100751,0.11105572463681845
100752,0.08554727492674791
100753,0.14571359597809916
100754,0.09584956063196287
100760,0.1077886972445038
100762,0.09414765932663514
100763,0.07689646213231555
100765,0.07605647559910439
100770,0.10165115911132185
100772,0.08600916255940484
100777,0.0851341357471752
100791,0.06889436622965486
100792,0.059476581662872785
100797,0.08817675375476758
100823,0.09451281696192225
100826,0.09202204145795945
100830,0.06687916893389168
100836,0.13168645541781868
100872,0.08325691765578376
100910,0.08810221959395809
100913,0.05843467780953765
100918,0.07937864673538483
100931,0.05514747184902411
100952,0.11949028480529343
100953,0.10172954239413715
100965,0.1049851632444045
100970,0.08125807408719703
100982,0.12076705043209858
100983,0.08480641018997771
100984,0.0685520953590199
100987,0.11510383336707546
100997,0.09121567065736033
100998,0.13140932190681173
101002,0.09746583153356295
101005,0.13453438709951485
101008,0.1205359339427793
101020,0.09440688168206648
101021,0.09105592060098777
101024,0.09414318667965509
101025,0.1271110342296225
101026,0.09416244449873672
101031,0.08579609370327185
101041,0.05721681798444154
101051,0.0641150912052762
101055,0.08877760222898105
101056,0.13112088317061932
101057,0.10187608479978899
101064,0.07281106654750835
101079,0.07948754488696337
101087,0.0883480120914999
101090,0.06424746086440286
101092,0.0906246616143495
101097,0.09630861490977713
101099,0.055576930520801544
101107,0.0894892529233684
101118,0.09101263913059848
101125,0.09791544727678902
101126,0.08149108478468302
101128,0.09538579307817176
101136,0.12997008966990423
101140,0.10720188790181295
101149,0.07461143447731641
101160,0.08020977113151734
101169,0.1139047040814313
101181,0.07426691984170448
101186,0.05765661341740579
101190,0.09935317534686075
101193,0.11827633062849448
101194,0.08977073088165728
101198,0.09753728988346816
101200,0.07655872406535724
101204,0.09941226420334157
101211,0.08185972107005543
101213,0.0838107617308956
101223,0.07259101388072683
101225,0.09344779613202278
101237,0.0753194410828241
101243,0.07945522275754187
101244,0.10902938959099735
101258,0.06844657332981628
101259,0.15467265681652975
101268,0.10278010414570832
101269,0.06505812947658031
101271,0.11227443019629103
101279,0.0701785148566379
101281,0.08675545030959671
101287,0.07470331555638923
101292,0.09197170296561252
101294,0.07760337849291885
101296,0.06648767601102726
101297,0.08110229421754489
